"Name","overallMeanByCpGacross50data"
"cg06428055",0.23267176
"cg06428195",0.038934986
"cg06429195",0.907313628
"cg06432655",0.276652124
"cg06433658",0.055151015
"cg06433995",0.026734181
"cg06434428",0.780485117
"cg06434451",0.625879569
"cg06434470",0.793160955
"cg06435786",0.83955972
"cg06436504",0.747354899
"cg06437004",0.047933591
"cg06437862",0.805369283
"cg06438300",0.08709101
"cg06438404",0.044347574
"cg06440646",0.048803377
"cg06444558",0.109278603
"cg06444781",0.794862298
"cg06445611",0.85873639
"cg06449653",0.02176822
"cg06452064",0.050737466
"cg06452647",0.063429261
"cg06453691",0.809790964
"cg06454084",0.710904525
"cg06454226",0.445261941
"cg06456031",0.189316517
"cg06456512",0.091942306
"cg06457357",0.149307792
"cg06458239",0.179872882
"cg06459066",0.049779627
"cg06459327",0.078165938
"cg06459378",0.847291431
"cg06461769",0.025720541
"cg06461848",0.481716199
"cg06462291",0.090992668
"cg06462703",0.960322086
"cg06463913",0.031133525
"cg06465021",0.048020732
"cg06465194",0.371933132
"cg06465926",0.060200015
"cg06466479",0.868877788
"cg06466797",0.046534877
"cg06468695",0.827326432
"cg06469542",0.401811677
"cg06470471",0.770066705
"cg06470552",0.03700466
"cg06470943",0.189877541
"cg06471905",0.24382867
"cg06473539",0.062223293
"cg06475327",0.925106204
"cg06476337",0.149941332
"cg06476606",0.071034659
"cg06479216",0.601085536
"cg06479426",0.038236117
"cg06479512",0.888005401
"cg06481786",0.105961148
"cg06484397",0.036231954
"cg06487986",0.034160116
"cg06488505",0.744687855
"cg06488678",0.64860634
"cg06489008",0.72963162
"cg06489418",0.327774756
"cg06489804",0.044463856
"cg06490162",0.036340585
"cg06490951",0.923246722
"cg06490988",0.188407038
"cg06491116",0.144791908
"cg06491924",0.042597644
"cg06492206",0.032332585
"cg06493080",0.083705183
"cg06493386",0.129025687
"cg06493930",0.699861548
"cg06493994",0.095511282
"cg06494770",0.572817022
"cg06494782",0.509681659
"cg06495347",0.160713171
"cg06495803",0.555743405
"cg06495924",0.057419382
"cg06496078",0.04691694
"cg06496654",0.721920935
"cg06497752",0.082329948
"cg06497795",0.048600474
"cg06498267",0.10881611
"cg06499565",0.063255337
"cg06499652",0.103827686
"cg06500079",0.198712742
"cg06500476",0.779653358
"cg06501070",0.738467764
"cg06501084",0.65177784
"cg06501790",0.800387165
"cg06502510",0.057869071
"cg06502868",0.037268208
"cg06504820",0.751759693
"cg06505666",0.029547732
"cg06506156",0.035803155
"cg06506864",0.790211258
"cg06507244",0.771524291
"cg06507645",0.089288663
"cg06508445",0.06150322
"cg06508934",0.042065827
"cg06509239",0.081638189
"cg06509940",0.847100374
"cg06510830",0.027516238
"cg06513075",0.050317067
"cg06516124",0.143736024
"cg06516650",0.034783848
"cg06517798",0.877544925
"cg06518271",0.779974304
"cg06518779",0.045420931
"cg06521280",0.095697269
"cg06521761",0.767544516
"cg06521852",0.189921893
"cg06522719",0.533838299
"cg06526829",0.11840208
"cg06528936",0.029995812
"cg06529761",0.767796097
"cg06530118",0.031237928
"cg06531741",0.690823898
"cg06532147",0.815796015
"cg06532176",0.036922951
"cg06532493",0.048352587
"cg06533629",0.105360237
"cg06534172",0.038165822
"cg06534422",0.041124311
"cg06536578",0.672949985
"cg06537230",0.210541123
"cg06537829",0.05903718
"cg06538003",0.063255005
"cg06539449",0.755738573
"cg06539804",0.055528154
"cg06540105",0.036339539
"cg06540636",0.080154671
"cg06540715",0.102498306
"cg06540941",0.107562568
"cg06541857",0.145045941
"cg06542614",0.625308389
"cg06543018",0.141373641
"cg06543761",0.025200733
"cg06544198",0.046095173
"cg06545504",0.788880806
"cg06545845",0.045969988
"cg06546607",0.146005986
"cg06547766",0.65318451
"cg06548519",0.754399001
"cg06550629",0.754330864
"cg06552037",0.031699505
"cg06552050",0.035831364
"cg06554069",0.153292472
"cg06554542",0.031453234
"cg06554928",0.061959013
"cg06557358",0.05090798
"cg06557606",0.080489894
"cg06563300",0.229086606
"cg06564900",0.12024511
"cg06565684",0.097813146
"cg06566994",0.630510405
"cg06567342",0.101386197
"cg06567423",0.05762652
"cg06570843",0.696475263
"cg06572160",0.113619283
"cg06572974",0.744665634
"cg06575572",0.242096409
"cg06577005",0.083419858
"cg06577463",0.058690704
"cg06577658",0.045893845
"cg06577725",0.724668156
"cg06580318",0.071453478
"cg06583518",0.051592488
"cg06584407",0.866717542
"cg06585027",0.03424415
"cg06585108",0.885011297
"cg06585690",0.568486818
"cg06585893",0.712765101
"cg06586599",0.037262149
"cg06587969",0.039176005
"cg06588247",0.027712308
"cg06589885",0.741210336
"cg06590533",0.03616967
"cg06590610",0.869456183
"cg06590711",0.563891678
"cg06593568",0.050847515
"cg06594008",0.157963887
"cg06595693",0.188252737
"cg06597095",0.680809956
"cg06597861",0.050534039
"cg06598256",0.912223279
"cg06598631",0.047255091
"cg06600412",0.027989754
"cg06600447",0.039611783
"cg06601473",0.838562602
"cg06602857",0.05800243
"cg06605933",0.237195082
"cg06606198",0.026123804
"cg06607866",0.070589732
"cg06609049",0.175495727
"cg06609475",0.054151696
"cg06611310",0.05510106
"cg06611744",0.109824119
"cg06612452",0.071669339
"cg06613840",0.403764171
"cg06614002",0.844302774
"cg06615154",0.682041271
"cg06615667",0.043480041
"cg06615861",0.033968982
"cg06616147",0.099250337
"cg06616245",0.175297445
"cg06617418",0.592502739
"cg06618866",0.134667333
"cg06619076",0.061735446
"cg06619299",0.877405796
"cg06620254",0.222010227
"cg06621126",0.048154137
"cg06621358",0.186132732
"cg06622725",0.033440458
"cg06623268",0.042184719
"cg06624832",0.030262117
"cg06625414",0.033696936
"cg06625767",0.724800525
"cg06625811",0.049100678
"cg06626655",0.087349814
"cg06627364",0.184068768
"cg06628693",0.082929729
"cg06630241",0.42204955
"cg06630567",0.620670792
"cg06630737",0.075540103
"cg06632528",0.034118443
"cg06634267",0.049985045
"cg06636246",0.075400422
"cg06636463",0.074791116
"cg06637774",0.265405805
"cg06637893",0.06469917
"cg06638012",0.076025027
"cg06638433",0.160615285
"cg06638451",0.384494464
"cg06638966",0.164981546
"cg06639544",0.745107242
"cg06640279",0.401496183
"cg06641366",0.752619587
"cg06641503",0.733444239
"cg06642617",0.02072301
"cg06643227",0.83624764
"cg06645778",0.258213109
"cg06646021",0.505517143
"cg06648029",0.888920931
"cg06649520",0.022784263
"cg06650260",0.755993911
"cg06650786",0.308637971
"cg06653796",0.378761034
"cg06654134",0.070110027
"cg06654447",0.03418343
"cg06655089",0.02194888
"cg06655100",0.168923278
"cg06655504",0.055397878
"cg06656924",0.339963755
"cg06657741",0.189594124
"cg06659073",0.101848197
"cg06659128",0.190540325
"cg06661765",0.035722949
"cg06661994",0.232272808
"cg06665322",0.745454467
"cg06665799",0.047936647
"cg06665941",0.021669856
"cg06665984",0.050515609
"cg06666486",0.097717659
"cg06667091",0.75994937
"cg06667406",0.844511813
"cg06668073",0.084756043
"cg06668300",0.03982423
"cg06672652",0.035724443
"cg06673956",0.637228752
"cg06675341",0.047548447
"cg06675478",0.183376713
"cg06675496",0.08223823
"cg06677140",0.068183567
"cg06677660",0.042124837
"cg06679221",0.047711266
"cg06682185",0.730431194
"cg06682978",0.031189414
"cg06684910",0.033038354
"cg06687562",0.115603427
"cg06688396",0.098881399
"cg06688848",0.036335611
"cg06689536",0.033651356
"cg06690548",0.758782213
"cg06690633",0.055709539
"cg06691299",0.098937613
"cg06692050",0.876734357
"cg06692957",0.046402734
"cg06695761",0.617394369
"cg06697251",0.387278528
"cg06698742",0.039014372
"cg06699365",0.036133334
"cg06700265",0.019693514
"cg06700462",0.231343392
"cg06701500",0.082667793
"cg06707338",0.029106928
"cg06707886",0.0363541
"cg06708560",0.085447395
"cg06710522",0.031389638
"cg06710648",0.294432317
"cg06711560",0.807659092
"cg06712026",0.066777356
"cg06713098",0.054245888
"cg06714705",0.737383626
"cg06716436",0.033080591
"cg06717104",0.020862488
"cg06717231",0.026021596
"cg06718696",0.054027568
"cg06719391",0.159866883
"cg06720424",0.022871826
"cg06720660",0.811640572
"cg06720956",0.049487589
"cg06722216",0.050321393
"cg06722633",0.106137457
"cg06722792",0.049941805
"cg06723357",0.670442051
"cg06725035",0.072284101
"cg06725760",0.048035384
"cg06726207",0.071898746
"cg06728335",0.035599882
"cg06730286",0.796979753
"cg06730468",0.07634184
"cg06731484",0.060217016
"cg06731599",0.24502968
"cg06734812",0.565879864
"cg06734828",0.023951603
"cg06734962",0.048693289
"cg06736444",0.621798333
"cg06738602",0.11253407
"cg06740897",0.098395694
"cg06742978",0.042779843
"cg06743811",0.545541971
"cg06744574",0.03919464
"cg06745740",0.141312485
"cg06746101",0.033645019
"cg06746171",0.075001162
"cg06747888",0.20843048
"cg06748315",0.815789924
"cg06750167",0.408574197
"cg06751597",0.160619626
"cg06752594",0.024226905
"cg06754047",0.049627497
"cg06755819",0.391751716
"cg06757810",0.726227454
"cg06758848",0.309487366
"cg06759215",0.033113347
"cg06759890",0.417198187
"cg06760035",0.072556097
"cg06762858",0.780326101
"cg06763078",0.040714816
"cg06765434",0.044508198
"cg06765514",0.06916916
"cg06765947",0.870732027
"cg06766367",0.144198428
"cg06768707",0.523625831
"cg06771126",0.296386352
"cg06772202",0.741980172
"cg06776256",0.228128595
"cg06777274",0.049931506
"cg06777581",0.084248572
"cg06777715",0.036689257
"cg06778853",0.317355612
"cg06779945",0.032047432
"cg06780358",0.051864318
"cg06781209",0.102929914
"cg06782692",0.059952167
"cg06782849",0.050907844
"cg06783668",0.125558205
"cg06784339",0.094507518
"cg06784466",0.558121649
"cg06785429",0.449991727
"cg06785822",0.829340517
"cg06786424",0.044815837
"cg06790275",0.059434465
"cg06790324",0.054270184
"cg06790862",0.853465339
"cg06791102",0.375844191
"cg06791867",0.821558945
"cg06792598",0.066844538
"cg06792911",0.041599853
"cg06793062",0.74431836
"cg06796611",0.617902243
"cg06797533",0.049094223
"cg06798189",0.714398084
"cg06799664",0.783415472
"cg06800962",0.411313336
"cg06803184",0.048210571
"cg06803253",0.877025193
"cg06804431",0.04589984
"cg06804711",0.035622543
"cg06806080",0.829384964
"cg06806711",0.587316857
"cg06807379",0.040551196
"cg06807579",0.046946009
"cg06807989",0.06121669
"cg06808983",0.038474604
"cg06809565",0.092759243
"cg06810461",0.859971812
"cg06810647",0.154256485
"cg06811800",0.805135291
"cg06812033",0.058481117
"cg06812844",0.55478622
"cg06812977",0.092249135
"cg06813842",0.663619526
"cg06815666",0.098733927
"cg06815817",0.076862943
"cg06816063",0.031715078
"cg06816106",0.049492206
"cg06816161",0.050365563
"cg06817264",0.132587856
"cg06817269",0.764268861
"cg06817917",0.077002067
"cg06818415",0.049416529
"cg06818473",0.367786802
"cg06818777",0.206557723
"cg06819200",0.042220594
"cg06821120",0.236917674
"cg06821274",0.042219692
"cg06821993",0.098978569
"cg06822229",0.284745626
"cg06822995",0.252917376
"cg06823263",0.066570725
"cg06824727",0.065226746
"cg06825142",0.070223825
"cg06825166",0.750144329
"cg06827038",0.398442957
"cg06827976",0.816914741
"cg06830426",0.069130536
"cg06831658",0.060949237
"cg06832039",0.840212385
"cg06832950",0.831065502
"cg06833562",0.041932502
"cg06834261",0.076941703
"cg06834875",0.208664453
"cg06834983",0.940364489
"cg06836338",0.044142376
"cg06836736",0.136304893
"cg06836772",0.149560331
"cg06836849",0.211407018
"cg06837731",0.047034118
"cg06838394",0.073864757
"cg06839953",0.037279815
"cg06840042",0.046133913
"cg06840226",0.029710962
"cg06840239",0.039458201
"cg06840801",0.76767452
"cg06848073",0.523378269
"cg06848288",0.044837815
"cg06849227",0.939560791
"cg06849477",0.199534676
"cg06850526",0.423000391
"cg06851207",0.398385825
"cg06852652",0.83839091
"cg06852744",0.90500565
"cg06855803",0.302585735
"cg06856528",0.070160538
"cg06859828",0.896539376
"cg06862062",0.030470473
"cg06862644",0.886009124
"cg06864275",0.026042887
"cg06866657",0.06710087
"cg06866862",0.118404568
"cg06868758",0.446091124
"cg06869899",0.031079795
"cg06871974",0.867848141
"cg06872331",0.102001549
"cg06872381",0.751160896
"cg06873352",0.177700589
"cg06874144",0.585158584
"cg06878726",0.042849435
"cg06880557",0.042015928
"cg06882877",0.596409142
"cg06882926",0.644645857
"cg06883149",0.041502278
"cg06885524",0.032072592
"cg06885782",0.437799576
"cg06886022",0.04584202
"cg06887167",0.028347284
"cg06887170",0.074983848
"cg06887414",0.045029622
"cg06887663",0.06682566
"cg06890553",0.085946235
"cg06892726",0.124496971
"cg06893980",0.03711153
"cg06894381",0.045841289
"cg06894812",0.042949055
"cg06896207",0.41392112
"cg06898923",0.07075521
"cg06899329",0.845213265
"cg06899582",0.133492606
"cg06899802",0.029260424
"cg06899808",0.798097279
"cg06899976",0.181995085
"cg06900776",0.125407895
"cg06901392",0.03791158
"cg06904813",0.617375424
"cg06905514",0.040613632
"cg06905862",0.05240628
"cg06906435",0.610491235
"cg06907544",0.782477412
"cg06908474",0.060375373
"cg06908778",0.138448811
"cg06910048",0.034238231
"cg06910100",0.803971431
"cg06911084",0.179965397
"cg06911113",0.149147507
"cg06912252",0.053131566
"cg06913228",0.021128862
"cg06914598",0.269670013
"cg06915165",0.0379033
"cg06917325",0.792828312
"cg06918467",0.117828523
"cg06919067",0.844037015
"cg06919203",0.552506073
"cg06919956",0.059328348
"cg06921282",0.132988674
"cg06922130",0.068967859
"cg06926735",0.038956987
"cg06927864",0.140101892
"cg06930095",0.057544055
"cg06933072",0.780225577
"cg06933965",0.265694997
"cg06937608",0.070341642
"cg06938406",0.107030464
"cg06938878",0.812846654
"cg06940107",0.749910493
"cg06940574",0.918910402
"cg06940792",0.051248105
"cg06941093",0.828168479
"cg06942110",0.623130409
"cg06942445",0.176710541
"cg06942536",0.723398848
"cg06943865",0.895992761
"cg06944050",0.201194422
"cg06945625",0.100164219
"cg06946880",0.725549736
"cg06948294",0.052986724
"cg06948408",0.0852082
"cg06948937",0.757444222
"cg06949789",0.032481481
"cg06950730",0.75089683
"cg06952117",0.035962455
"cg06952236",0.057166054
"cg06952310",0.541260412
"cg06953304",0.100395546
"cg06953768",0.129610014
"cg06953995",0.068912348
"cg06954481",0.091342351
"cg06956273",0.845476232
"cg06956646",0.039721325
"cg06957329",0.038019523
"cg06958034",0.038421983
"cg06958211",0.666260235
"cg06958537",0.150058287
"cg06958829",0.280394329
"cg06959635",0.381852473
"cg06960698",0.123601596
"cg06963844",0.050514324
"cg06971096",0.181403552
"cg06973652",0.773932786
"cg06973760",0.042929492
"cg06974755",0.060834177
"cg06975499",0.056205595
"cg06975739",0.133268748
"cg06976977",0.053123862
"cg06979034",0.109702161
"cg06980053",0.269868095
"cg06980380",0.059249498
"cg06980460",0.79150801
"cg06981182",0.106520369
"cg06981910",0.794405531
"cg06983551",0.143451003
"cg06985415",0.778077829
"cg06987504",0.089326807
"cg06990298",0.050228767
"cg06990379",0.032209076
"cg06992027",0.048360306
"cg06993413",0.079627069
"cg06994747",0.089882953
"cg06994793",0.031377181
"cg06995715",0.135976577
"cg06999776",0.095771859
"cg07000551",0.031288283
"cg07000785",0.058894646
"cg07000831",0.042093951
"cg07003563",0.083424366
"cg07004820",0.054100097
"cg07005513",0.108482877
"cg07005767",0.72978347
"cg07006042",0.045667783
"cg07006526",0.021992262
"cg07007400",0.138989565
"cg07008350",0.911331335
"cg07008386",0.065320904
"cg07009002",0.124981631
"cg07011110",0.765159723
"cg07011445",0.026085632
"cg07013734",0.067138966
"cg07014174",0.69037822
"cg07015079",0.246211826
"cg07015629",0.052183802
"cg07016325",0.021952904
"cg07017374",0.053610095
"cg07017477",0.075921592
"cg07017706",0.816931056
"cg07018708",0.797624667
"cg07020407",0.027782139
"cg07020962",0.045549299
"cg07022477",0.577682387
"cg07022885",0.034581402
"cg07026910",0.74941651
"cg07027075",0.188752149
"cg07027513",0.107699609
"cg07027685",0.07061904
"cg07028533",0.066375292
"cg07028869",0.167160838
"cg07029998",0.088084466
"cg07031532",0.091256877
"cg07031996",0.092159375
"cg07033083",0.148432117
"cg07034269",0.064226255
"cg07034561",0.072496491
"cg07035740",0.061326982
"cg07036530",0.315691776
"cg07036775",0.041202205
"cg07038400",0.322265532
"cg07038617",0.043565906
"cg07038887",0.032184505
"cg07039113",0.791982142
"cg07039362",0.835455397
"cg07042144",0.551037262
"cg07043494",0.737412693
"cg07044282",0.553170205
"cg07047653",0.851146352
"cg07048066",0.073300203
"cg07048351",0.016692542
"cg07049929",0.075782642
"cg07050831",0.076727313
"cg07051140",0.036206315
"cg07051960",0.694815296
"cg07052087",0.033003656
"cg07052387",0.05516256
"cg07052880",0.879540631
"cg07053469",0.029245477
"cg07054095",0.045819613
"cg07054526",0.868819114
"cg07054641",0.339075689
"cg07054788",0.037472554
"cg07056057",0.786195916
"cg07057831",0.179449206
"cg07059052",0.103263354
"cg07059360",0.2989075
"cg07059403",0.047470287
"cg07059875",0.107924153
"cg07060572",0.043417717
"cg07061145",0.839541541
"cg07061913",0.044650009
"cg07063745",0.089614389
"cg07064406",0.89557494
"cg07065941",0.066004685
"cg07066326",0.374264139
"cg07067241",0.064469999
"cg07068616",0.043389009
"cg07068998",0.072541895
"cg07070694",0.075139791
"cg07070934",0.064843091
"cg07070940",0.046144186
"cg07071881",0.056694123
"cg07072140",0.035724344
"cg07072643",0.531442934
"cg07073964",0.700017399
"cg07074571",0.212319266
"cg07075930",0.051221848
"cg07076342",0.084943145
"cg07077459",0.71532602
"cg07078114",0.217843973
"cg07080007",0.056322347
"cg07080358",0.05291487
"cg07080946",0.749488473
"cg07081888",0.886998673
"cg07082331",0.06545579
"cg07084161",0.054245796
"cg07084163",0.184576067
"cg07084709",0.872582693
"cg07084746",0.790119112
"cg07085271",0.463154139
"cg07086380",0.64135888
"cg07086898",0.039375887
"cg07090813",0.236726331
"cg07091552",0.862400035
"cg07091958",0.07079512
"cg07092725",0.835264249
"cg07093046",0.031715361
"cg07093661",0.862381293
"cg07097098",0.304108623
"cg07098866",0.03337612
"cg07099407",0.09755483
"cg07099627",0.029446614
"cg07102705",0.075664162
"cg07103493",0.093212518
"cg07103819",0.030369128
"cg07104706",0.109200026
"cg07105440",0.049962884
"cg07107453",0.371630736
"cg07109287",0.066462318
"cg07109670",0.047503558
"cg07109801",0.566805015
"cg07112154",0.089729236
"cg07112210",0.350663954
"cg07113600",0.039592462
"cg07114024",0.036974419
"cg07114894",0.061337507
"cg07115304",0.041162414
"cg07115558",0.129651491
"cg07115820",0.539775837
"cg07117700",0.814422585
"cg07118243",0.040102514
"cg07118638",0.053776882
"cg07122126",0.036958812
"cg07122495",0.030000428
"cg07123069",0.116922384
"cg07123548",0.811040469
"cg07125009",0.037713499
"cg07125123",0.108058675
"cg07125166",0.851990814
"cg07125991",0.019197134
"cg07126559",0.723636161
"cg07126839",0.031573803
"cg07127225",0.056144495
"cg07127957",0.844706674
"cg07128330",0.041062676
"cg07129274",0.054104309
"cg07131544",0.71241308
"cg07132517",0.027576387
"cg07133445",0.076396316
"cg07136161",0.702708256
"cg07136254",0.683521871
"cg07136421",0.867344704
"cg07137581",0.154962841
"cg07138512",0.082225753
"cg07139440",0.121876942
"cg07141002",0.300909736
"cg07142319",0.848182363
"cg07143898",0.040968823
"cg07146718",0.539984517
"cg07147350",0.368187319
"cg07148914",0.040839127
"cg07149772",0.087223962
"cg07150830",0.880352877
"cg07152925",0.586967183
"cg07153965",0.753028239
"cg07154408",0.124481717
"cg07155664",0.049500741
"cg07156669",0.347865422
"cg07158339",0.298184395
"cg07159490",0.033874736
"cg07160163",0.036819937
"cg07163603",0.481357179
"cg07165793",0.058240207
"cg07168556",0.522830697
"cg07172256",0.04067843
"cg07172280",0.044378829
"cg07173760",0.600137182
"cg07175007",0.773540825
"cg07175883",0.045415524
"cg07177300",0.090016703
"cg07177755",0.035720762
"cg07177852",0.080507839
"cg07179770",0.045682669
"cg07180649",0.234897714
"cg07181349",0.033539792
"cg07181881",0.139961456
"cg07184439",0.029198152
"cg07185695",0.139764756
"cg07186138",0.198944334
"cg07186707",0.044098975
"cg07189381",0.227755841
"cg07190485",0.037705263
"cg07190917",0.054292282
"cg07191600",0.02445618
"cg07192857",0.062085174
"cg07193504",0.488727122
"cg07195282",0.057207463
"cg07195577",0.150801316
"cg07195622",0.052424015
"cg07196761",0.855590072
"cg07197059",0.476566391
"cg07197823",0.062942964
"cg07200280",0.06828415
"cg07200897",0.055599925
"cg07204803",0.78650027
"cg07207789",0.548589878
"cg07207937",0.054728692
"cg07209631",0.083285959
"cg07210490",0.034496598
"cg07211259",0.274203527
"cg07212894",0.044791063
"cg07214572",0.050343384
"cg07215749",0.046820544
"cg07218192",0.03367148
"cg07218880",0.346268622
"cg07220442",0.052433727
"cg07220939",0.548074439
"cg07221454",0.825833659
"cg07223164",0.09367256
"cg07230446",0.07286264
"cg07231132",0.056004725
"cg07232688",0.775603889
"cg07233761",0.167723072
"cg07236190",0.702243005
"cg07236358",0.047049685
"cg07236381",0.047856901
"cg07236769",0.633657495
"cg07236943",0.106273168
"cg07237830",0.610069699
"cg07237939",0.046342124
"cg07238167",0.068245065
"cg07239938",0.428232097
"cg07240721",0.059735863
"cg07241568",0.059098506
"cg07242375",0.231731436
"cg07242414",0.097821089
"cg07242565",0.057444648
"cg07243519",0.047489105
"cg07243932",0.026041894
"cg07246225",0.092422982
"cg07248043",0.031563281
"cg07248310",0.035579159
"cg07248407",0.029574628
"cg07249409",0.027532969
"cg07251788",0.680548914
"cg07251857",0.739092975
"cg07253191",0.189437431
"cg07256847",0.488288111
"cg07258507",0.639798863
"cg07259382",0.818514239
"cg07260017",0.714111521
"cg07260592",0.277557681
"cg07263984",0.029688562
"cg07264679",0.809485847
"cg07265300",0.063360171
"cg07265310",0.585333286
"cg07265622",0.061387376
"cg07267296",0.048136672
"cg07269146",0.752827504
"cg07270175",0.080988046
"cg07271264",0.132082081
"cg07271268",0.0326803
"cg07273415",0.05602615
"cg07274506",0.032411717
"cg07276902",0.050836257
"cg07278207",0.036455551
"cg07278624",0.122744168
"cg07281640",0.035536031
"cg07281688",0.038355933
"cg07284407",0.571654946
"cg07284558",0.179796915
"cg07285167",0.632714257
"cg07285276",0.79957276
"cg07285838",0.053853776
"cg07285953",0.888899827
"cg07288394",0.073859806
"cg07288587",0.035707596
"cg07289581",0.043646313
"cg07290273",0.051057817
"cg07290435",0.203094189
"cg07291563",0.042401254
"cg07292816",0.756692258
"cg07293947",0.055211413
"cg07294541",0.148496678
"cg07294734",0.478186781
"cg07294774",0.12364574
"cg07294870",0.07541113
"cg07295034",0.047877975
"cg07295092",0.045026307
"cg07295678",0.091523625
"cg07296772",0.825953459
"cg07297178",0.873369793
"cg07297906",0.276675592
"cg07299462",0.030440021
"cg07300408",0.57831472
"cg07301004",0.054174037
"cg07301822",0.034725205
"cg07306197",0.031183234
"cg07307078",0.171069982
"cg07308943",0.032863894
"cg07309102",0.031136462
"cg07309361",0.03775913
"cg07309374",0.069597142
"cg07310661",0.10309741
"cg07310951",0.587021714
"cg07311845",0.173113064
"cg07312445",0.043250328
"cg07313155",0.086551489
"cg07314337",0.023462774
"cg07314414",0.12809703
"cg07314549",0.047520811
"cg07314984",0.117625549
"cg07315298",0.905785837
"cg07315445",0.045447187
"cg07318658",0.059212105
"cg07321605",0.774258945
"cg07322981",0.045964759
"cg07326074",0.032380538
"cg07326586",0.575166358
"cg07327328",0.061680629
"cg07327347",0.66419382
"cg07327468",0.192926671
"cg07328495",0.06065686
"cg07328579",0.117268155
"cg07330329",0.330642722
"cg07330718",0.039582297
"cg07331725",0.871282924
"cg07331806",0.226654146
"cg07334912",0.044340721
"cg07336230",0.023292556
"cg07337598",0.628204285
"cg07338205",0.621059674
"cg07339138",0.796534478
"cg07339327",0.872738671
"cg07341907",0.044319998
"cg07342016",0.248139565
"cg07342545",0.041204219
"cg07342901",0.775831175
"cg07346310",0.110524954
"cg07347137",0.045155382
"cg07347645",0.860962465
"cg07347725",0.079124254
"cg07348311",0.080665255
"cg07349094",0.551227159
"cg07351267",0.514746075
"cg07352586",0.028205478
"cg07352600",0.040952755
"cg07354209",0.377931807
"cg07354440",0.695796437
"cg07355551",0.061671704
"cg07356189",0.937154504
"cg07356753",0.046404494
"cg07356771",0.04469733
"cg07357256",0.034417161
"cg07359545",0.35373349
"cg07360076",0.097905414
"cg07360692",0.28044124
"cg07361385",0.827832154
"cg07363637",0.619295296
"cg07364638",0.027933453
"cg07364841",0.848942308
"cg07366967",0.844551416
"cg07369274",0.43527357
"cg07371290",0.041568533
"cg07371530",0.863995321
"cg07373172",0.713503043
"cg07374145",0.0233451
"cg07374632",0.287706297
"cg07374637",0.826259548
"cg07374928",0.766382307
"cg07376029",0.523008126
"cg07376232",0.462992253
"cg07376535",0.099171249
"cg07378350",0.578750147
"cg07379574",0.141389477
"cg07380416",0.578918547
"cg07380496",0.031634325
"cg07380959",0.068391787
"cg07383972",0.042622484
"cg07384961",0.115759442
"cg07387199",0.052337397
"cg07387450",0.026989016
"cg07388493",0.519376477
"cg07389922",0.064532765
"cg07393322",0.146938547
"cg07395788",0.038597888
"cg07398350",0.058449
"cg07398429",0.777876213
"cg07399355",0.055118658
"cg07401901",0.039346535
"cg07403255",0.649509353
"cg07403350",0.385439876
"cg07404418",0.081569248
"cg07404485",0.603644728
"cg07405796",0.523625806
"cg07408456",0.43206149
"cg07408740",0.529621694
"cg07409200",0.526771222
"cg07410075",0.048010006
"cg07411229",0.057602121
"cg07412254",0.670549714
"cg07413497",0.052338419
"cg07414384",0.08896258
"cg07421682",0.85381245
"cg07422345",0.048315136
"cg07423149",0.445646583
"cg07423906",0.044734675
"cg07424155",0.03201566
"cg07425555",0.333258238
"cg07426848",0.702991136
"cg07426960",0.522351199
"cg07427065",0.609229055
"cg07428089",0.028312748
"cg07428182",0.277821467
"cg07430605",0.047856893
"cg07432969",0.911827196
"cg07433344",0.030322255
"cg07433453",0.870997449
"cg07434278",0.875051248
"cg07434382",0.702460378
"cg07435592",0.110891402
"cg07436807",0.799257122
"cg07437033",0.046438764
"cg07440387",0.060875797
"cg07440414",0.057601024
"cg07440877",0.793126786
"cg07441143",0.657430826
"cg07441272",0.045307588
"cg07442479",0.106070107
"cg07443748",0.729754624
"cg07443954",0.036512077
"cg07444907",0.053384591
"cg07446572",0.809975605
"cg07446846",0.67381846
"cg07447773",0.607160232
"cg07447922",0.095405662
"cg07448460",0.043851187
"cg07448499",0.11863843
"cg07448856",0.025339325
"cg07452799",0.052821456
"cg07453618",0.020908044
"cg07453748",0.858119292
"cg07454215",0.034849951
"cg07455279",0.23950874
"cg07455975",0.057805074
"cg07456201",0.720282311
"cg07456645",0.096069899
"cg07457944",0.046351596
"cg07459264",0.055784052
"cg07459489",0.802937125
"cg07460665",0.145809335
"cg07461318",0.053498374
"cg07461582",0.041813577
"cg07463059",0.200185429
"cg07465480",0.053906027
"cg07465609",0.71444023
"cg07465864",0.215043292
"cg07466531",0.035089261
"cg07469792",0.020500786
"cg07471052",0.798969864
"cg07472159",0.759267756
"cg07473175",0.053151373
"cg07473550",0.211994757
"cg07474356",0.068251701
"cg07475247",0.050204339
"cg07475743",0.697511814
"cg07476030",0.712891371
"cg07477160",0.030228193
"cg07478100",0.051945731
"cg07478122",0.702720603
"cg07478208",0.148347298
"cg07479491",0.076456771
"cg07480567",0.063736646
"cg07482936",0.097263475
"cg07483064",0.027353826
"cg07484450",0.774188528
"cg07484827",0.680107331
"cg07485588",0.422616774
"cg07485777",0.891331317
"cg07487535",0.087732636
"cg07489003",0.7361096
"cg07489134",0.047827525
"cg07490776",0.019226278
"cg07494047",0.031468968
"cg07494248",0.053438586
"cg07494518",0.04471712
"cg07495664",0.057635237
"cg07496861",0.036430139
"cg07496902",0.823328151
